Unnamed: 0,index,Paper Title,Authors,Published Year,Publication Venue
1319424,1319425,Experimental Research on the Formaldehyde Diffusion Performance in an Air-Conditioning Office,Changxing Zhang;Songtao Hu;Gang Wang,2009.0,ICEET '09 Proceedings of the 2009 International Conference on Energy and Environment Technology - Volume 03
1626343,1626344,An efficient online signature verification scheme using dynamic programming of string matching,Ahmed Galib Reza;Hyotaek Lim;Md Jahangir Alam,2011.0,ICHIT'11 Proceedings of the 5th international conference on Convergence and hybrid information technology
1209777,1209778,Origins and Successors of the Compact Disc: Contributions of Philips to Optical Storage,J.B.H. Peek;J.W.M Bergmans;J.A.M.M. van Haaren;F.J.C.M. Toolenaar;S.G. Stan,2009.0,Origins and Successors of the Compact Disc: Contributions of Philips to Optical Storage
1022697,1022698,The effect of generalized discriminate analysis (GDA) to the classification of optic nerve disease from VEP signals,Ayşegül Güven;Kemal Polat;Sadık Kara;Salih Güneş,2008.0,Computers in Biology and Medicine
1296215,1296216,Short note: An operational MODIS processing scheme for PC dedicated to direct broadcasting applications in meteorology and earth sciences,T. Nauss;J. Bendix,2005.0,Computers & Geosciences
1817459,1817460,On the Weight Distributions of Two Classes of Cyclic Codes,Jinquan Luo;Keqin Feng,2008.0,IEEE Transactions on Information Theory
20316,20317,Revitalizing the small business,T Badgett,1987.0,Personal Computing
296887,296888,Introduction,Scott Lewandowski,1999.0,Crossroads
1418616,1418617,Investigation and Research on Physical Education Informationization in Higher Institutions,Tao Zhang,2010.0,DSDE '10 Proceedings of the 2010 International Conference on Data Storage and Data Engineering
1330062,1330063,Assessing the quality of the relation between scalarizing function parameters and solutions in multiobjective optimization,José C. Ferreira;Carlos M. Fonseca;António Gaspar-Cunha,2009.0,CEC'09 Proceedings of the Eleventh conference on Congress on Evolutionary Computation
291032,291033,Developing an automated Ada training product,Rene Beretz;Benjamin M. Brosgol,1985.0,SIGAda '85 Proceedings of the 1985 annual ACM SIGAda international conference on Ada
768911,768912,Static analysis of XSLT programs,Ce Dong;James Bailey,2004.0,ADC '04 Proceedings of the 15th Australasian database conference - Volume 27
1771873,1771874,Synthesis and characterization of sodium Bis(2-ethylhexyl) sulfonsuccinate (AOT) capped pure and Mn-doped CdS nanoparticles,D. Venkatesan;D. Deepan;J. Ramkumar;S. Moorthy Babu;R. Dhanasekaran,2012.0,Journal of Nanomaterials
244985,244986,Statistical mechanics of correlated energy landscape models for random heteropolymers and proteins,Steven S. Plotkin;Jin Wang;Peter G. Wolynes,1997.0,"Proceedings of the 16th annual international conference of the Center for Nonlinear Studies on Landscape paradigms in physics and biology : concepts, structures and dynamics: concepts, structures and dynamics"
68781,68782,Shape from shading using the facet model,T.-C. Pong;R. M. Haralick;L. G. Shapiro,1989.0,Pattern Recognition
1027528,1027529,Transmission Time-Based Mechanism to Detect Wormhole Attacks,Tran Van Phuong;Ngo Trong Canh;Young-Koo Lee;Sungyoung Lee;Heejo Lee,2007.0,APSCC '07 Proceedings of the The 2nd IEEE Asia-Pacific Service Computing Conference
1594812,1594813,Modal Analysis of a Truck Transmission Based on ANSYS,Qin-man Fan,2011.0,ICIC '11 Proceedings of the 2011 Fourth International Conference on Information and Computing
1644347,1644348,Initial Version of State Transition Algorithm,Xiaojun Zhou;Chunhua Yang;Weihua Gui,2011.0,ICDMA '11 Proceedings of the 2011 Second International Conference on Digital Manufacturing & Automation
1911951,1911952,Integrating video and accelerometer signals for nocturnal epileptic seizure detection,Kris Cuppens;Chih-Wei Chen;Kevin Bing-Yung Wong;Anouk Van de Vel;Lieven Lagae;Berten Ceulemans;Tinne Tuytelaars;Sabine Van Huffel;Bart Vanrumste;Hamid Aghajan,2012.0,Proceedings of the 14th ACM international conference on Multimodal interaction
1522288,1522289,Research on Multi-level Security of Shibboleth Authentication Mechanism,Wang Ying,2010.0,ISIP '10 Proceedings of the 2010 Third International Symposium on Information Processing
575729,575730,Automatic thesaurus generation for Chinese documents,Yuen-Hsien Tseng,2002.0,Journal of the American Society for Information Science and Technology
1216697,1216698,A regression framework for learning to rank in web information retrieval,Rohini K. Srihari;Zhaohui Zheng,2008.0,A regression framework for learning to rank in web information retrieval
1583477,1583478,Innovative strategy of SOMA control parameter setting,Pavel Vařacha,2011.0,"NNECFSIC'12 Proceedings of the 12th WSEAS international conference on Neural networks, fuzzy systems, evolutionary computing & automation"
587016,587017,Design and Implementation of OTCA MAC protocol for High-Speed Point-to-Point Ring Network,Yeshik Shin;Jin-su Ahn;Hyung-rok Lee;Deog-Kyoon Jeong,1998.0,LCN '98 Proceedings of the 23rd Annual IEEE Conference on Local Computer Networks
1546298,1546299,Halftone to continuous-tone conversion of error-diffusion coded images,Søren Hein;Avideh Zakhor,1993.0,"ICASSP'93 Proceedings of the 1993 IEEE international conference on Acoustics, speech, and signal processing: image and multidimensional signal processing - Volume V"
646007,646008,"Quantum mechanics, mathematics, cognition and action: proposals for a formalized epistemology",Mioara Mugur-Schächter;Alwyn van der Merwe,2002.0,"Quantum mechanics, mathematics, cognition and action: proposals for a formalized epistemology"
48588,48589,Telematics and Informatics - Space Applications Artificial Intelligence,James L. Rash,1988.0,Telematics and Informatics
1505363,1505364,VISA: versatile impulse structure approximation for time-domain linear macromodeling,Chi-Un Lei;Ngai Wong,2010.0,Proceedings of the 2010 Asia and South Pacific Design Automation Conference
1748471,1748472,"Comment on ""SCS: Signal, Context, and Structure Features for Genome-Wide Human Promoter Recognition”",Denise Fagundes-Lima;Gerald Weber,2012.0,IEEE/ACM Transactions on Computational Biology and Bioinformatics (TCBB)
1081042,1081043,A time-space tradeoff for Boolean matrix multiplication,K. Abrahamson,1990.0,SFCS '90 Proceedings of the 31st Annual Symposium on Foundations of Computer Science
1303976,1303977,A high-performance low-power ethernet controller with embedded 8-bit MCU for information appliances,Zheng Zhaoxia;Zou Xuecheng;Zou Lianying;Gang Hong,2007.0,"CSS '07 Proceedings of the Fifth IASTED International Conference on Circuits, Signals and Systems"
791855,791856,Business Models for Mobile Communities,Petra Schubert;J. Felix Hampe,2005.0,HICSS '05 Proceedings of the Proceedings of the 38th Annual Hawaii International Conference on System Sciences - Volume 07
779807,779808,Efficient Edgebreaker for Surfaces of Arbitrary Topology,Thomas Lewiner;Helio Lopes;Jarek Rossignac;Antonio Wilson Vieira,2004.0,"SIBGRAPI '04 Proceedings of the Computer Graphics and Image Processing, XVII Brazilian Symposium"
1993140,1993141,Examining social adjustment to college in the age of social media: Factors influencing successful transitions and persistence,Rebecca Gray;Jessica Vitak;Emily W. Easton;Nicole B. Ellison,2013.0,Computers & Education
199411,199412,Experimental validation of the stack-based Markov source model,Mingguey Michael Yang,1995.0,Experimental validation of the stack-based Markov source model
1551629,1551630,Power and Performance Characterization of Computational Kernels on the GPU,Y. Jiao;H. Lin;P. Balaji;W. Feng,2010.0,"GREENCOM-CPSCOM '10 Proceedings of the 2010 IEEE/ACM Int'l Conference on Green Computing and Communications & Int'l Conference on Cyber, Physical and Social Computing"
531701,531702,Handling Conflicts in Groupware: Concepts and Experiences made in the POLITeam-Project,Volker Wulf,1997.0,INTERACT '97 Proceedings of the IFIP TC13 Interantional Conference on Human-Computer Interaction
1460459,1460460,A Mix of Role and Task-Based Access Control Model Research,Feng Jian-Biao;Yang Chang-Chun,2010.0,ICIC '10 Proceedings of the 2010 Third International Conference on Information and Computing - Volume 03
229280,229281,Scheduling tests for VLSI systems under power constraints,Richard M. Chou;Kewal K. Saluja;Vishwani D. Agrawal,1997.0,IEEE Transactions on Very Large Scale Integration (VLSI) Systems
1649552,1649553,Application of geochemical zonality coefficients in mineral prospectivity mapping,Mansour Ziaii;Emmanuel John M. Carranza;Mahdi Ziaei,2011.0,Computers & Geosciences
63472,63473,Dynamic recognition of time arrangements of events,S. E. Bogomolov,1988.0,Automatic Control and Computer Sciences
721248,721249,Structural Genomic Workflows Supported by Web Services,Maria Cláudia Cavalcanti;Fernanda Baião;Shaila C. Rössle;Paulo M. Bisch;Rafael Targino;Paulo F. Pires;Maria Luiza Campos;Marta Mattoso,2003.0,DEXA '03 Proceedings of the 14th International Workshop on Database and Expert Systems Applications
1300967,1300968,SPI experiences and innovation for Global Software Development,Miklós Biró;Richard Messnarz,2009.0,Software Process: Improvement and Practice - Part 1: Special Issue on SPI Experiences and Innovation for Global Software Development
567261,567262,A Highly Fault-Tolerant Quorum Consensus Method for Managing Replicated Data,Xuemin Lin;Maria E. Orlowska,1995.0,COCOON '95 Proceedings of the First Annual International Conference on Computing and Combinatorics
385898,385899,Programming the Internet with Java,Adam Freeman;D. Ince,1998.0,Programming the Internet with Java
2057371,2057372,Target Identification by Radar Sensor Networks with Variable-Interval Sampling and Linear Interpolation,Jen-Shiun Chen,2013.0,"BWCCA '13 Proceedings of the 2013 Eighth International Conference on Broadband and Wireless Computing, Communication and Applications"
251887,251888,Existence and multiple solutions of the minimum-fuel orbit transfer problem,H. J. Oberle;K. Taubert,1997.0,Journal of Optimization Theory and Applications
1044543,1044544,GC assertions: using the garbage collector to check heap properties,Edward Aftandilian;Samuel Z. Guyer,2008.0,Proceedings of the 2008 ACM SIGPLAN workshop on Memory systems performance and correctness: held in conjunction with the Thirteenth International Conference on Architectural Support for Programming Languages and Operating Systems (ASPLOS '08)
372942,372943,Assem Lang Safari IBM PC, IBM,1984.0,Assem Lang Safari IBM PC
2033451,2033452,User-profile-based perceived olfactory and visual media synchronization,Niall Murray;Yuansong Qiao;Brian Lee;Gabriel-Miro Muntean,2014.0,"ACM Transactions on Multimedia Computing, Communications, and Applications (TOMCCAP) - Special issue of best papers of ACM MMSys 2013 and ACM NOSSDAV 2013"
334512,334513,A framework for modeling human-like driving behaviors for autonomous vehicles in driving simulators,Talal Al-Shihabi;Ronald R. Mourant,2001.0,Proceedings of the fifth international conference on Autonomous agents
558554,558555,Knowledge Representation for Robotic Vision Based on Conceptual Spaces and Attentive Mechanisms,Antonio Chella;Marcello Frixione;Salvatore Gaglio,1995.0,AI*IA '95 Proceedings of the 4th Congress of the Italian Association for Artificial Intelligence on Topics in Artificial Intelligence
1787414,1787415,Brief paper: Initial-value system for linear smoothing problems by covariance information,Seiichi Nakamori;Masanori Sugisaka,1977.0,Automatica (Journal of IFAC)
560579,560580,Proof Script Pragmatics in IMPS,William M. Farmer;Joshua D. Guttman;Mark E. Nadel;F. Javier Thayer,1994.0,CADE-12 Proceedings of the 12th International Conference on Automated Deduction
398110,398111,e-Transactions: End-to-End Reliability for Three-Tier Architectures,Svend Frølund;Rachid Guerraoui,2002.0,IEEE Transactions on Software Engineering
2053956,2053957,TCAD models of the temperature and doping dependence of the bandgap and low field carrier mobility in 4H-SiC,Dionysios Stefanakis;Konstantinos Zekentes,2014.0,Microelectronic Engineering
1830267,1830268,Optical heterodyne communications systems,R. A. Linke,1989.0,IEEE Communications Magazine
694193,694194,Primitives for computational geometry,Jorge Stolfi,1988.0,Primitives for computational geometry
1780567,1780568,Behavior analysis and training-a methodology for behaviorengineering,M. Colombetti;M. Dorigo;G. Borghi,1996.0,"IEEE Transactions on Systems, Man, and Cybernetics, Part B: Cybernetics"
899340,899341,Super resolution recovery for multi-camera surveillance imaging,G. Caner;A. M. Tekalp;W. Heinzelman,2003.0,ICME '03 Proceedings of the 2003 International Conference on Multimedia and Expo - Volume 2
1069110,1069111,Architecting a cross-disciplinary thesaurus for the semantic web,W. Davenport Robertson;Jane Greenberg,2004.0,DCMI '04 Proceedings of the 2004 international conference on Dublin Core and metadata applications: metadata across languages and cultures
248804,248805,An alternative storage organization for ROLAP aggregate views based on cubetrees,Yannis Kotidis;Nick Roussopoulos,1998.0,SIGMOD '98 Proceedings of the 1998 ACM SIGMOD international conference on Management of data
312113,312114,On Hermite interpolation,Ying Guang Shi,2000.0,Journal of Approximation Theory
2041196,2041197,Stock Data Analysis Based on Hilbert-Huang Transform,Luo Xuan;Cui Guozhong;Le Fulong;Guo Chongzhou,2013.0,ICISEM '13 Proceedings of the 2013 International Conference on Information System and Engineering Management
